id,name,agency,solicitation_number,outcome,docket_url,filed_date,due_date,date_decided,case_type,gao_attorney
604,"Trace Systems, Inc.","Department of the Air Force",H92222-15-R-0010,Withdrawn,http://gao.gov/docket/B-412057.1,"Sep 8, 2015","Dec 17, 2015","Oct 20, 2015","Bid Protest","Brent Burris"
605,"Excentium, Inc.","Department of the Army : U.S. Army Materiel Command",W52P1J-15-R-0031,Withdrawn,http://gao.gov/docket/B-411769.2,"Sep 8, 2015","Dec 17, 2015","Oct 20, 2015","Bid Protest","Noah B. Bleicher"
606,"A&M Engineering and Environmental Services, Inc.","Environmental Protection Agency",SOL-R7-15-00007,Withdrawn,http://gao.gov/docket/B-412059.1,"Sep 8, 2015","Dec 17, 2015","Oct 19, 2015","Bid Protest","Gary R. Allen"
607,"Explosive Ordnance Technologies, Inc.","Department of the Army : Corps of Engineers",W912DY-08-R-0019,Dismissed,http://gao.gov/docket/B-410757.2,"Sep 8, 2015","Dec 17, 2015","Oct 8, 2015","Bid Protest","Charles W. Morrow"
608,"Obsidian Solutions Group, LLC","Department of the Army",W911S0-15-R-0015,Dismissed,http://gao.gov/docket/B-412062.1,"Sep 8, 2015","Dec 17, 2015","Oct 7, 2015","Bid Protest","Susan K. McAuliffe"
609,"Protect the Force, Inc.","Department of the Army : U.S. Army Materiel Command",W91CRB-15-R-0027,Denied,http://gao.gov/docket/B-411897.3,"Sep 8, 2015","Dec 17, 2015","Sep 30, 2015","Bid Protest: Reconsideration","Gary R. Allen"
610,"Peckham Vocational industries, Inc.","Department of Defense : Defense Logistics Agency",SP4701-15-R-0030,Dismissed,http://gao.gov/docket/B-412054.1,"Sep 8, 2015","Dec 17, 2015","Sep 25, 2015","Bid Protest","Peter D. Verchinski"
611,"TCG, Inc.","General Services Administration : Federal Acquisition Service",4QTFHS150004,Dismissed,http://gao.gov/docket/B-412050.1,"Sep 8, 2015","Dec 17, 2015","Sep 22, 2015","Bid Protest","Louis A. Chiarella"
612,"East Coast Nuclear Pharmacy","Department of Veterans Affairs",VA248-15-R-1322,Dismissed,http://gao.gov/docket/B-412053.1,"Sep 8, 2015","Dec 17, 2015","Sep 22, 2015","Bid Protest","Laura Eyester"
613,"StandardAero, Inc","Department of the Air Force",FA8504-15-R-93502,Dismissed,http://gao.gov/docket/B-411990.2,"Sep 8, 2015","Dec 17, 2015","Sep 21, 2015","Bid Protest","Young S. Lee"
614,CAMSS,"Department of the Air Force",FA5710-15-R-0006,Dismissed,http://gao.gov/docket/B-412055.1,"Sep 8, 2015","Dec 17, 2015","Sep 21, 2015","Bid Protest","Scott H. Riback"
615,"HDR Engineering, Inc.","Department of the Interior : United States Fish and Wildlife Service",F15PS00234,Dismissed,http://gao.gov/docket/B-412060.1,"Sep 8, 2015","Dec 17, 2015","Sep 21, 2015","Bid Protest","K. Nicole Willems"
616,"Latvian Connection, LLC","Broadcasting Board of Governors",BBG50-R-1073-00008,Dismissed,http://gao.gov/docket/B-412063.1,"Sep 8, 2015","Dec 17, 2015","Sep 16, 2015","Bid Protest","Elizabeth Witwer"
617,"Pitney Bowes, Inc.","Department of Agriculture",RFQ1015570,Withdrawn,http://gao.gov/docket/B-412069.1,"Sep 8, 2015","Dec 17, 2015","Sep 9, 2015","Bid Protest","Tania Calhoun"
618,"West Coast General Corporation","General Services Administration : Public Buildings Service","",Sustained,http://gao.gov/docket/B-411916.2,"Sep 4, 2015","Dec 14, 2015","Dec 14, 2015","Bid Protest","Young H. Cho"
619,"HGS Engineering, Inc.","Department of Homeland Security : Directorate of Emergency Preparedness and Response : Federal Emergency Management Agency",HSFE20-15-R-0020,Denied,http://gao.gov/docket/B-412042.1,"Sep 4, 2015","Dec 14, 2015","Dec 10, 2015","Bid Protest","Noah B. Bleicher"
620,"American Commercial Group, Inc.","Department of Homeland Security : Directorate of Emergency Preparedness and Response : Federal Emergency Management Agency",HSFE20-15-R-0020,Denied,http://gao.gov/docket/B-412042.2,"Sep 4, 2015","Dec 14, 2015","Dec 10, 2015","Bid Protest","Noah B. Bleicher"
621,"Succeed to Lead, LLC","Department of the Army",W91249-15-R-0013,Dismissed,http://gao.gov/docket/B-412048.1,"Sep 4, 2015","Dec 14, 2015","Dec 9, 2015","Bid Protest","Kenneth Kilgour"
622,"AGE Logistics Corporation","Department of the Air Force","",Denied,http://gao.gov/docket/B-412049.1,"Sep 4, 2015","Dec 14, 2015","Dec 9, 2015","Bid Protest","Elizabeth Witwer"
623,"Bannum Inc.","Department of Justice : Bureau of Prisons",RFP-200-1228-ES,Denied,http://gao.gov/docket/B-412045.1,"Sep 4, 2015","Dec 14, 2015","Nov 25, 2015","Bid Protest","Robert T. Wu"
624,"R&J Vent-A-Clean, Inc.","Department of the Air Force",FA5682-15-R-0009,Dismissed,http://gao.gov/docket/B-412038.1,"Sep 4, 2015","Dec 14, 2015","Oct 19, 2015","Bid Protest","Paula A. Williams"
625,"TransAtlantic Lines, LLC","Department of the Army : U.S. Army Materiel Command",968490-15,Withdrawn,http://gao.gov/docket/B-412043.1,"Sep 4, 2015","Dec 14, 2015","Oct 8, 2015","Bid Protest","Paula A. Williams"
626,"TransAtlantic Lines, LLC","Department of the Army : U.S. Army Materiel Command",968490-15;968492-15,Withdrawn,http://gao.gov/docket/B-412044.1,"Sep 4, 2015","Dec 14, 2015","Oct 8, 2015","Bid Protest","Paula A. Williams"
627,"Sealift, Inc.","Department of the Navy : Military Sealift Command",N62387-15-R-3000,Dismissed,http://gao.gov/docket/B-412041.1,"Sep 4, 2015","Dec 14, 2015","Sep 29, 2015","Bid Protest","Louis A. Chiarella"
628,"BGI-Fiore JV, LLC","Department of the Army",W9124Q-15-R-0011,Dismissed,http://gao.gov/docket/B-412020.4,"Sep 4, 2015","Dec 14, 2015","Sep 21, 2015","Bid Protest","Paula J. Haurilesko"
629,"Ryan P. Slaughter Consulting","Department of the Air Force",FA4418-14-R-0012,Denied,http://gao.gov/docket/B-411168.4,"Sep 3, 2015","Dec 14, 2015","Dec 14, 2015","Bid Protest: Cost","Peter D. Verchinski"
630,"Tri-Technic, Inc.","Department of the Navy : Naval Facilities Engineering Command",N62473-14-R-0050,Denied,http://gao.gov/docket/B-412037.1,"Sep 3, 2015","Dec 14, 2015","Dec 11, 2015","Bid Protest","Gary R. Allen"
631,"Ed Medical, Inc.","Department of Veterans Affairs",VA249-14-R-0173,Denied,http://gao.gov/docket/B-409705.7,"Sep 3, 2015","Dec 14, 2015","Dec 8, 2015","Bid Protest","Frank Maguire"
632,"Bashen Corporation","Department of the Air Force",FA7014-15-T-1007,Denied,http://gao.gov/docket/B-412032.2,"Sep 3, 2015","Dec 14, 2015","Dec 3, 2015","Bid Protest","Robert T. Wu"
633,"Gunter Construction, Inc.","Department of the Army",W91247-15-R-0004,Denied,http://gao.gov/docket/B-412039.1,"Sep 3, 2015","Dec 14, 2015","Nov 30, 2015","Bid Protest","Paul N. Wengert"
634,"CM Manufacturing, Inc.","Department of Defense : Defense Logistics Agency",SPE5EC-15-T-0967,Dismissed,http://gao.gov/docket/B-411907.2,"Sep 3, 2015","Dec 14, 2015","Nov 16, 2015","Bid Protest: Reconsideration","Peter D. Verchinski"
635,"Celta Services, Inc.","Department of Agriculture",AG-32SD-S-14-0001,Sustained,http://gao.gov/docket/B-411835.2,"Sep 3, 2015","Dec 14, 2015","Nov 2, 2015","Bid Protest","Peter D. Verchinski"
636,"WILL Interactive","Department of the Interior",D15PS00470,Dismissed,http://gao.gov/docket/B-412034.1,"Sep 3, 2015","Dec 14, 2015","Oct 7, 2015","Bid Protest","Susan K. McAuliffe"
637,"Medfinity LLC","Department of Health and Human Services : Public Health Service : Indian Health Service",IHHC-K15-0001,Dismissed,http://gao.gov/docket/B-412021.2,"Sep 3, 2015","Dec 14, 2015","Oct 7, 2015","Bid Protest","Katherine I. Riback"
638,"Rick's Cleaning Service, LLC","Department of Commerce : National Oceanic and Atmospheric Administration",NWWP9291-15-04029SRG,Dismissed,http://gao.gov/docket/B-412035.1,"Sep 3, 2015","Dec 14, 2015","Oct 6, 2015","Bid Protest","Gary R. Allen"
639,"Data Monitor Systems, Inc.","Department of the Army : U.S. Army Materiel Command",W52P1J-15-R-0052,Dismissed,http://gao.gov/docket/B-411908.2,"Sep 3, 2015","Dec 14, 2015","Oct 1, 2015","Bid Protest","Susan K. McAuliffe"
640,"ISYS Technologies","Department of the Air Force",FA8773-15-R-8007,Dismissed,http://gao.gov/docket/B-412036.1,"Sep 3, 2015","Dec 14, 2015","Oct 1, 2015","Bid Protest","Elizabeth Witwer"
641,"TNT Premier Partnership","Department of the Army",W9124Q-15-R-0011,Dismissed,http://gao.gov/docket/B-412020.3,"Sep 3, 2015","Dec 14, 2015","Sep 21, 2015","Bid Protest","Paula J. Haurilesko"
642,DTUI.com,"Department of the Air Force",FA7014-15-T-1007,Withdrawn,http://gao.gov/docket/B-412032.1,"Sep 2, 2015","Dec 11, 2015","Oct 7, 2015","Bid Protest","Robert T. Wu"
643,"Cherokee Nation Technologies, LLC","Department of the Interior : Bureau of Indian Affairs",A15PS00132,Dismissed,http://gao.gov/docket/B-412033.1,"Sep 2, 2015","Dec 11, 2015","Oct 5, 2015","Bid Protest","Pedro E. Briones"
644,"InGenesis, Inc.","Department of Homeland Security : United States Immigration and Customs Enforcement",HSCEDM-15-R-00015,Dismissed,http://gao.gov/docket/B-412030.1,"Sep 2, 2015","Dec 11, 2015","Sep 29, 2015","Bid Protest","Matthew T. Crosby"
645,"Latvian Connection, LLC","Department of the Army",W912D1-15-Q-0097,Dismissed,http://gao.gov/docket/B-412028.1,"Sep 2, 2015","Dec 11, 2015","Sep 15, 2015","Bid Protest","Laura Eyester"
646,"Walker Development & Trading Group","Department of the Navy : Naval Supply Systems Command",N66095-15-R-CJF015,Dismissed,http://gao.gov/docket/B-412031.1,"Sep 2, 2015","Dec 11, 2015","Sep 11, 2015","Bid Protest","Peter D. Verchinski"
647,"Shivoy Inc.","Department of Defense : Defense Logistics Agency",SP4701-15-R-0047,Denied,http://gao.gov/docket/B-412027.1,"Sep 1, 2015","Dec 10, 2015","Dec 9, 2015","Bid Protest","Heather Weiner"
648,"Medfinity LLC","Department of Veterans Affairs",VA24815Q0976,Dismissed,http://gao.gov/docket/B-412029.1,"Sep 1, 2015","Dec 10, 2015","Dec 7, 2015","Bid Protest","K. Nicole Willems"
649,"IDA Technology","Department of the Army",W9124Q-15-R-0011,Dismissed,http://gao.gov/docket/B-412020.2,"Sep 1, 2015","Dec 10, 2015","Sep 21, 2015","Bid Protest","Paula J. Haurilesko"
650,"FedServices Inc.","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0154,Dismissed,http://gao.gov/docket/B-411153.2,"Sep 1, 2015","Dec 10, 2015","Sep 18, 2015","Bid Protest","Evan D. Wesser"
651,"Paragon Micro, Inc.","General Services Administration : Office of Federal Supply and Services",RFQ1010486,Dismissed,http://gao.gov/docket/B-412026.1,"Sep 1, 2015","Dec 10, 2015","Sep 17, 2015","Bid Protest","Young H. Cho"
652,"Bluehorse Corporation","Department of the Air Force",FA4861-15-Q-A002,Withdrawn,http://gao.gov/docket/B-412025.1,"Sep 1, 2015","Dec 10, 2015","Sep 1, 2015","Bid Protest","Tania Calhoun"
653,"B&B Medical Services, Inc.","Department of Veterans Affairs",VA249-14-R-0173,Denied,http://gao.gov/docket/B-409705.8,"Aug 31, 2015","Dec 9, 2015","Dec 8, 2015","Bid Protest","Frank Maguire"
654,"Pioneering Evolution, LLC","Department of the Navy : Naval Sea Systems Command",N00024-14-R-3241,Denied,http://gao.gov/docket/B-412016.1,"Aug 31, 2015","Dec 9, 2015","Dec 8, 2015","Bid Protest","Stephanie B. Magnell"
655,"Team ASSIST","Department of Health and Human Services : Food and Drug Administration",FDA-SOL-15-IT;FDA-SOL-15-IThelpdesk,Denied,http://gao.gov/docket/B-412017.2,"Aug 31, 2015","Dec 9, 2015","Dec 7, 2015","Bid Protest","Lois Hanshaw"
656,"Akira Technologies, Inc.","Department of Health and Human Services : Food and Drug Administration",FDA-SOL-15-IThelpdesk,Denied,http://gao.gov/docket/B-412017.1,"Aug 31, 2015","Dec 9, 2015","Dec 7, 2015","Bid Protest","Lois Hanshaw"
657,"SupplyCore Inc.","Department of Defense : Defense Logistics Agency",SPM8E3-15-R-0008,Dismissed,http://gao.gov/docket/B-411147.2,"Aug 31, 2015","Dec 9, 2015","Dec 2, 2015","Bid Protest","Paula A. Williams"
658,"CALIBRE Systems, Inc.","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Health Agency",HT0011-15-T-0022,Sustained,http://gao.gov/docket/B-411884.6,"Aug 31, 2015","Dec 9, 2015","Nov 16, 2015","Bid Protest","Charles W. Morrow"
659,"Deloitte Consulting, LLP","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Health Agency",HT0011-15-T-0022,Sustained,http://gao.gov/docket/B-411884.4,"Aug 31, 2015","Dec 9, 2015","Nov 16, 2015","Bid Protest","Charles W. Morrow"
660,"Booz Allen Hamilton, Inc.","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Health Agency",HT0011-15-T-0022,Sustained,http://gao.gov/docket/B-411884.5,"Aug 31, 2015","Dec 9, 2015","Nov 16, 2015","Bid Protest","Charles W. Morrow"
661,"Social Solutions International, Inc.","United States Agency for International Development",SOL-OAA-14-000024,Dismissed,http://gao.gov/docket/B-411994.2,"Aug 31, 2015","Dec 9, 2015","Nov 5, 2015","Bid Protest","Matthew T. Crosby"
662,"Gill Marketing Company","Department of the Navy : Naval Supply Systems Command",N68171-15-T-0021,Denied,http://gao.gov/docket/B-412018.1,"Aug 31, 2015","Dec 9, 2015","Nov 3, 2015","Bid Protest","Robert T. Wu"
663,"Evergreen Specialty Services","Department of the Interior : National Park Service",734818,Dismissed,http://gao.gov/docket/B-412024.1,"Aug 31, 2015","Dec 9, 2015","Oct 9, 2015","Bid Protest","Frank Maguire"
664,"Venesco & Hyperion Biotechnology, JV","Department of Health and Human Services : Public Health Service : National Institutes of Health",NIEHS2015033,Dismissed,http://gao.gov/docket/B-412023.1,"Aug 31, 2015","Dec 9, 2015","Sep 28, 2015","Bid Protest","Glenn G. Wolcott"
665,"Harmonia Holdings Group, LLC","Department of the Treasury : Bureau of the Fiscal Service",TFSATTB15Q0014,Dismissed,http://gao.gov/docket/B-412019.1,"Aug 31, 2015","Dec 9, 2015","Sep 24, 2015","Bid Protest","Louis A. Chiarella"
666,"ASTAMIR, LLC","Department of the Army",W9124Q-15-R-0011,Dismissed,http://gao.gov/docket/B-412020.1,"Aug 31, 2015","Dec 9, 2015","Sep 21, 2015","Bid Protest","Paula J. Haurilesko"
667,"Sotera Defense Solutions, Inc.","Department of the Army : U.S. Army Materiel Command",SSESR-2033,Dismissed,http://gao.gov/docket/B-411817.6,"Aug 31, 2015","Dec 9, 2015","Sep 17, 2015","Bid Protest","Evan D. Wesser"
668,"Engility Corporation","Department of the Army : U.S. Army Materiel Command",SSESR-2033,Dismissed,http://gao.gov/docket/B-411817.5,"Aug 31, 2015","Dec 9, 2015","Sep 17, 2015","Bid Protest","Evan D. Wesser"
669,"Medfinity LLC","Department of Health and Human Services : Public Health Service : Indian Health Service",IHHC-K15-0001,Dismissed,http://gao.gov/docket/B-412021.1,"Aug 31, 2015","Dec 9, 2015","Sep 9, 2015","Bid Protest","Katherine I. Riback"
670,"ICS Nett, Inc.","Department of State",SAQMMA-14-R-0187,Dismissed,http://gao.gov/docket/B-412022.1,"Aug 31, 2015","Dec 9, 2015","Sep 2, 2015","Bid Protest","Heather Weiner"
671,"TechTrend, Inc.","Department of Agriculture : Forest Service",AG-3187-S-14-0005,Denied,http://gao.gov/docket/B-412009.1,"Aug 28, 2015","Dec 7, 2015","Dec 4, 2015","Bid Protest","Susan K. McAuliffe"
672,"C&E Services, Inc.","Department of the Treasury : Bureau of Engraving and Printing",BEP-RFP-15-0371,Withdrawn,http://gao.gov/docket/B-412003.1,"Aug 28, 2015","Dec 7, 2015","Dec 4, 2015","Bid Protest","Heather Weiner"
673,"Government and Military Certification Systems, Inc.","Department of the Treasury : Bureau of Engraving and Printing",BEP-RFP-15-0368,Denied,http://gao.gov/docket/B-412005.1,"Aug 28, 2015","Dec 7, 2015","Nov 30, 2015","Bid Protest","Laura Eyester"
674,"K2 Solutions, Inc.","Department of the Army",W911S0-15-T-0008,Dismissed,http://gao.gov/docket/B-412007.1,"Aug 28, 2015","Dec 7, 2015","Nov 16, 2015","Bid Protest","Kenneth Kilgour"
675,"Satellite Tracking of People, LLC","Court Services and Offender Supervision Agency",CSOSA-15-Q-0413,Sustained,http://gao.gov/docket/B-411845.2,"Aug 28, 2015","Dec 7, 2015","Nov 6, 2015","Bid Protest","Scott H. Riback"
676,"Reagent World, Inc.","Department of the Interior : Geological Survey","",Dismissed,http://gao.gov/docket/B-412008.1,"Aug 28, 2015","Dec 7, 2015","Oct 13, 2015","Bid Protest","Young H. Cho"
677,"Bean Shen Corporation","Department of Veterans Affairs",VA247-15-R-0661,Dismissed,http://gao.gov/docket/B-412012.1,"Aug 28, 2015","Dec 7, 2015","Oct 13, 2015","Bid Protest","Pedro E. Briones"
678,"M&R Solutions","Department of the Army",W56KJD-15-R-0036,Withdrawn,http://gao.gov/docket/B-411969.3,"Aug 28, 2015","Dec 7, 2015","Oct 7, 2015","Bid Protest","Noah B. Bleicher"
679,"Bennett Aerospace, Inc.","Department of the Army : U.S. Army Materiel Command",W15QKN-15-R-0083,Dismissed,http://gao.gov/docket/B-412010.1,"Aug 28, 2015","Dec 7, 2015","Oct 2, 2015","Bid Protest","Mary G. Curcio"
680,"Skylink Air and Logistic Support- USA, Inc.","Department of the Army",W91B4N-15-R-2005,Dismissed,http://gao.gov/docket/B-412011.1,"Aug 28, 2015","Dec 7, 2015","Sep 28, 2015","Bid Protest","Katherine I. Riback"
681,"Vaughn Management & Services, Inc.","Department of the Navy : Naval Sea Systems Command","",Dismissed,http://gao.gov/docket/B-412013.1,"Aug 28, 2015","Dec 7, 2015","Sep 14, 2015","Bid Protest","Glenn G. Wolcott"
682,"CAMSS Shelters","Department of the Navy : Naval Air Systems Command",RFQ1026736,Dismissed,http://gao.gov/docket/B-412006.1,"Aug 28, 2015","Dec 7, 2015","Sep 11, 2015","Bid Protest","Paul N. Wengert"
683,"Pacific Star Communications, Inc.","Department of the Navy : Naval Sea Systems Command",N61331-15-T-1702,Dismissed,http://gao.gov/docket/B-412015.1,"Aug 28, 2015","Dec 7, 2015","Sep 9, 2015","Bid Protest","Eric M. Ransom"
684,"Contract Decor, Inc.","Department of Veterans Affairs",VA256-15-R-0834,Withdrawn,http://gao.gov/docket/B-412004.1,"Aug 28, 2015","Dec 7, 2015","Sep 8, 2015","Bid Protest","Robert T. Wu"
685,"American Commercial Group, Inc.","Department of Health and Human Services : Food and Drug Administration",14-223-SOL-00021,Dismissed,http://gao.gov/docket/B-410157.2,"Aug 28, 2015","Dec 7, 2015","Sep 4, 2015","Bid Protest","Lois Hanshaw"
686,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-15-T-1058;SPE7M4-15-T-2307,Denied,http://gao.gov/docket/B-411529.2,"Aug 27, 2015","Dec 7, 2015","Dec 7, 2015","Bid Protest","Young S. Lee"
687,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-15-T-1058,Denied,http://gao.gov/docket/B-411528.2,"Aug 27, 2015","Dec 7, 2015","Dec 7, 2015","Bid Protest","Young S. Lee"
688,"Cowan & Associates","Department of the Navy : Naval Supply Systems Command",N68836-14-T-0089,Dismissed,http://gao.gov/docket/B-410927.2,"Aug 27, 2015","Dec 7, 2015","Dec 2, 2015","Bid Protest","K. Nicole Willems"
689,"McConnell, Jones, Lanier & Murphy LLC","Department of Labor",DOL12QA20003,Denied,http://gao.gov/docket/B-409681.4,"Aug 27, 2015","Dec 7, 2015","Oct 21, 2015","Bid Protest","Louis A. Chiarella"
690,"Phoenix Environmental Design, Inc.","Department of Agriculture : Forest Service","",Withdrawn,http://gao.gov/docket/B-412000.1,"Aug 27, 2015","Dec 7, 2015","Oct 7, 2015","Bid Protest","Frank Maguire"
691,"Madison Research Corporation","Department of Defense : Defense Logistics Agency",SPRRA215Q0046,Dismissed,http://gao.gov/docket/B-411761.3,"Aug 27, 2015","Dec 7, 2015","Sep 18, 2015","Bid Protest","Brent Burris"
